Year,Current City,Current State,Current Country,Permanent City,Permanent State,Permanent Country,Course
2023,GURGAON,HARYANA,India,GURGAON,HARYANA,INDIA,BBA (Business Analytics)
2023,JAIPUR,RAJASTHAN,India,JAIPUR,RAJASTHAN,INDIA,BBA (Business Analytics)
2023,BEGUSARAI,BIHAR,India,BEGUSARAI,BIHAR,INDIA,BBA (Business Analytics)
2023,NORTH-WEST DELHI,DELHI,India,NORTH-WEST DELHI,DELHI,INDIA,BBA (Business Analytics)
2023,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,India,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,KOLKATA,WEST BENGAL,India,KOLKATA,WEST BENGAL,INDIA,BBA (Business Analytics)
2023,KORBA,CHHATTISGARH,India,KORBA,CHHATTISGARH,INDIA,BBA (Business Analytics)
2023,HYDERABAD,TELANGANA,India,HYDERABAD,TELANGANA,INDIA,BBA (Business Analytics)
2023,WEST DELHI,DELHI,India,WEST DELHI,DELHI,INDIA,BBA (Business Analytics)
2023,TOOTHUKUDI,TAMILNADU,India,TOOTHUKUDI,TAMILNADU,INDIA,BBA (Business Analytics)
2023,PUNE,MAHARASHTRA,India,PUNE,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,VADODARA,GUJARAT,India,VADODARA,GUJARAT,INDIA,BBA (Business Analytics)
2023,SOUTH-WEST DELHI,DELHI,India,VAISHALI,BIHAR,INDIA,BBA (Business Analytics)
2023,PATNA,BIHAR,India,PATNA,BIHAR,INDIA,BBA (Business Analytics)
2023,RANCHI,JHARKHAND,India,BOKARO,JHARKHAND,INDIA,BBA (Business Analytics)
2023,DURG,CHHATTISGARH,India,DURG,CHHATTISGARH,INDIA,BBA (Business Analytics)
2023,NANDURBAR,MAHARASHTRA,India,NANDURBAR,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,DARJILING,WEST BENGAL,India,DARJILING,WEST BENGAL,INDIA,BBA (Business Analytics)
2023,MAHBUBNAGAR,TELANGANA,India,MAHBUBNAGAR,TELANGANA,INDIA,BBA (Business Analytics)
2023,KANPUR NAGAR,UTTAR PRADESH,India,KANPUR NAGAR,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,BARDDHAMAN,WEST BENGAL,India,BARDDHAMAN,WEST BENGAL,INDIA,BBA (Business Analytics)
2023,KRISHNAGIRI,TAMILNADU,India,KRISHNAGIRI,TAMILNADU,INDIA,BBA (Business Analytics)
2023,RAIGAD,MAHARASHTRA,India,RAIGAD,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,DHARWAD,KARNATAKA,India,DHARWAD,KARNATAKA,INDIA,BBA (Business Analytics)
2023,WEST GODAVARI,ANDHRA PRADESH,India,WEST GODAVARI,ANDHRA PRADESH,INDIA,BBA (Business Analytics)
2023,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,PURBI SINGHBHUM,JHARKHAND,India,PURBI SINGHBHUM,JHARKHAND,INDIA,BBA (Business Analytics)
2023,RAIPUR,CHHATTISGARH,India,RAIPUR,CHHATTISGARH,INDIA,BBA (Business Analytics)
2023,THANE,MAHARASHTRA,India,THANE,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,BHOPAL,MADHYA PRADESH,India,BHOPAL,MADHYA PRADESH,INDIA,BBA (Business Analytics)
2023,RANCHI,JHARKHAND,India,RANCHI,JHARKHAND,INDIA,BBA (Business Analytics)
2023,TIRUPPUR,TAMILNADU,India,TIRUPPUR,TAMILNADU,INDIA,BBA (Business Analytics)
2023,PITHORAGARH,UTTARAKHAND,India,PITHORAGARH,UTTARAKHAND,INDIA,BBA (Business Analytics)
2023,MORADABAD,UTTAR PRADESH,India,MORADABAD,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,BARDDHAMAN,WEST BENGAL,India,BARDDHAMAN,WEST BENGAL,INDIA,BBA (Business Analytics)
2023,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,RANCHI,JHARKHAND,India,RANCHI,JHARKHAND,INDIA,BBA (Business Analytics)
2023,IDUKKI,KERALA,India,IDUKKI,KERALA,INDIA,BBA (Business Analytics)
2023,VADODARA,GUJARAT,India,VADODARA,GUJARAT,INDIA,BBA (Business Analytics)
2023,DURG,CHHATTISGARH,India,DURG,CHHATTISGARH,INDIA,BBA (Business Analytics)
2023,BOKARO,JHARKHAND,India,BOKARO,JHARKHAND,INDIA,BBA (Business Analytics)
2023,HARDOI,UTTAR PRADESH,India,HARDOI,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,PANCHKULA,HARYANA,India,BANGALORE URBAN,KARNATAKA,INDIA,BBA (Business Analytics)
2023,JABALPUR,MADHYA PRADESH,India,JABALPUR,MADHYA PRADESH,INDIA,BBA (Business Analytics)
2023,THANE,MAHARASHTRA,India,THANE,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,NAGPUR,MAHARASHTRA,India,NAGPUR,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,EAST GODAVARI,ANDHRA PRADESH,India,EAST GODAVARI,ANDHRA PRADESH,INDIA,BBA (Business Analytics)
2023,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,India,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,VISAKHAPATNAM,ANDHRA PRADESH,India,VISAKHAPATNAM,ANDHRA PRADESH,INDIA,BBA (Business Analytics)
2023,GWALIOR,MADHYA PRADESH,India,GWALIOR,MADHYA PRADESH,INDIA,BBA (Business Analytics)
2023,BHOPAL,MADHYA PRADESH,India,BHOPAL,MADHYA PRADESH,INDIA,BBA (Business Analytics)
2023,HYDERABAD,TELANGANA,India,HYDERABAD,TELANGANA,INDIA,BBA (Business Analytics)
2023,RANGAREDDI,TELANGANA,India,RANGAREDDI,TELANGANA,INDIA,BBA (Business Analytics)
2023,BANGALORE URBAN,KARNATAKA,India,BANGALORE URBAN,KARNATAKA,INDIA,BBA (Business Analytics)
2023,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,CHURU,RAJASTHAN,India,CHURU,RAJASTHAN,INDIA,BBA (Business Analytics)
2023,TOOTHUKUDI,TAMILNADU,India,TOOTHUKUDI,TAMILNADU,INDIA,BBA (Business Analytics)
2023,DHULE,MAHARASHTRA,India,DHULE,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,FARIDABAD,HARYANA,India,FARIDABAD,HARYANA,INDIA,BBA (Business Analytics)
2023,HYDERABAD,TELANGANA,India,HYDERABAD,TELANGANA,INDIA,BBA (Business Analytics)
2023,LUCKNOW,UTTAR PRADESH,India,MUMBAI,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,KARIMNAGAR,TELANGANA,India,KARIMNAGAR,TELANGANA,INDIA,BBA (Business Analytics)
2023,CENTRAL DELHI,DELHI,India,CENTRAL DELHI,DELHI,INDIA,BBA (Business Analytics)
2023,BHANDARA,MAHARASHTRA,India,BHANDARA,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,NORTH-WEST DELHI,DELHI,India,NORTH-WEST DELHI,DELHI,INDIA,BBA (Business Analytics)
2023,NAGPUR,MAHARASHTRA,India,NAGPUR,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,PUNE,MAHARASHTRA,India,PUNE,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,HISAR,HARYANA,India,HISAR,HARYANA,INDIA,BBA (Business Analytics)
2023,AHMEDABAD,GUJARAT,India,AHMEDABAD,GUJARAT,INDIA,BBA (Business Analytics)
2023,AJMER,RAJASTHAN,India,AJMER,RAJASTHAN,INDIA,BBA (Business Analytics)
2023,KOTA,RAJASTHAN,India,KOTA,RAJASTHAN,INDIA,BBA (Business Analytics)
2023,LUCKNOW,UTTAR PRADESH,India,BALLIA,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,PUNE,MAHARASHTRA,India,LUCKNOW,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,MANDI,HIMACHAL PRADESH,India,MANDI,HIMACHAL PRADESH,INDIA,BBA (Business Analytics)
2023,AMRITSAR,PUNJAB,India,AMRITSAR,PUNJAB,INDIA,BBA (Business Analytics)
2023,PURBA MEDINIPUR,WEST BENGAL,India,PURBA MEDINIPUR,WEST BENGAL,INDIA,BBA (Business Analytics)
2023,PURBI SINGHBHUM,JHARKHAND,India,PURBI SINGHBHUM,JHARKHAND,INDIA,BBA (Business Analytics)
2023,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,PATNA,BIHAR,India,PATNA,BIHAR,INDIA,BBA (Business Analytics)
2023,BARDDHAMAN,WEST BENGAL,India,BARDDHAMAN,WEST BENGAL,INDIA,BBA (Business Analytics)
2023,PUNE,MAHARASHTRA,India,PUNE,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,KOLKATA,WEST BENGAL,India,KOLKATA,WEST BENGAL,INDIA,BBA (Business Analytics)
2023,DEORIA,UTTAR PRADESH,India,DEORIA,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,GUNTUR,ANDHRA PRADESH,India,GUNTUR,ANDHRA PRADESH,INDIA,BBA (Business Analytics)
2023,KANPUR NAGAR,UTTAR PRADESH,India,KANPUR NAGAR,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,RAICHUR,KARNATAKA,India,RAICHUR,KARNATAKA,INDIA,BBA (Business Analytics)
2023,GURGAON,HARYANA,India,GURGAON,HARYANA,INDIA,BBA (Business Analytics)
2023,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,GHAZIABAD,UTTAR PRADESH,India,EAST DELHI,DELHI,INDIA,BBA (Business Analytics)
2023,SOUTH 24 PARGANAS,WEST BENGAL,India,SOUTH 24 PARGANAS,WEST BENGAL,INDIA,BBA (Business Analytics)
2023,DEHRA DUN,UTTARAKHAND,India,DEHRA DUN,UTTARAKHAND,INDIA,BBA (Business Analytics)
2023,MEERUT,UTTAR PRADESH,India,MEERUT,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,THIRUVANANTHAPURAM,KERALA,India,THIRUVANANTHAPURAM,KERALA,INDIA,BBA (Business Analytics)
2023,THIRUVANANTHAPURAM,KERALA,India,KOLLAM,KERALA,INDIA,BBA (Business Analytics)
2023,SURAT,GUJARAT,India,SURAT,GUJARAT,INDIA,BBA (Business Analytics)
2023,CHENNAI,TAMILNADU,India,CHITTOOR,ANDHRA PRADESH,INDIA,BBA (Business Analytics)
2023,MUMBAI SUBURBAN,MAHARASHTRA,India,MUMBAI SUBURBAN,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,KAMRUP METROPOLITAN,ASSAM,India,KAMRUP METROPOLITAN,ASSAM,INDIA,BBA (Business Analytics)
2023,SHIVPURI,MADHYA PRADESH,India,SHIVPURI,MADHYA PRADESH,INDIA,BBA (Business Analytics)
2023,BID,MAHARASHTRA,India,BID,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,HAZARIBAG,JHARKHAND,India,HAZARIBAG,JHARKHAND,INDIA,BBA (Business Analytics)
2023,LUDHIANA,PUNJAB,India,LUDHIANA,PUNJAB,INDIA,BBA (Business Analytics)
2023,SALEM,TAMILNADU,India,SALEM,TAMILNADU,INDIA,BBA (Business Analytics)
2023,NASIK,MAHARASHTRA,India,NASIK,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,PURBI SINGHBHUM,JHARKHAND,India,PURBI SINGHBHUM,JHARKHAND,INDIA,BBA (Business Analytics)
2023,ANANTAPUR,ANDHRA PRADESH,India,ANANTAPUR,ANDHRA PRADESH,INDIA,BBA (Business Analytics)
2023,NIZAMABAD,TELANGANA,India,NIZAMABAD,TELANGANA,INDIA,BBA (Business Analytics)
2023,MUMBAI,MAHARASHTRA,India,MUMBAI,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,RAJKOT,GUJARAT,India,RAJKOT,GUJARAT,INDIA,BBA (Business Analytics)
2023,KANPUR NAGAR,UTTAR PRADESH,India,KANPUR NAGAR,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,JAMMU,JAMMU AND KASHMIR,India,JAMMU,JAMMU AND KASHMIR,INDIA,BBA (Business Analytics)
2023,IMPHAL EAST,MANIPUR,India,IMPHAL EAST,MANIPUR,INDIA,BBA (Business Analytics)
2023,COIMBATORE,TAMILNADU,India,COIMBATORE,TAMILNADU,INDIA,BBA (Business Analytics)
2023,DAUSA,RAJASTHAN,India,DAUSA,RAJASTHAN,INDIA,BBA (Business Analytics)
2023,RAIPUR,CHHATTISGARH,India,RAIPUR,CHHATTISGARH,INDIA,BBA (Business Analytics)
2023,BHOPAL,MADHYA PRADESH,India,BHOPAL,MADHYA PRADESH,INDIA,BBA (Business Analytics)
2023,HYDERABAD,TELANGANA,India,HYDERABAD,TELANGANA,INDIA,BBA (Business Analytics)
2023,NORTH DELHI,DELHI,India,NORTH DELHI,DELHI,INDIA,BBA (Business Analytics)
2023,RANGAREDDI,TELANGANA,India,RANGAREDDI,TELANGANA,INDIA,BBA (Business Analytics)
2023,HYDERABAD,TELANGANA,India,HYDERABAD,TELANGANA,INDIA,BBA (Business Analytics)
2023,GURGAON,HARYANA,India,GURGAON,HARYANA,INDIA,BBA (Business Analytics)
2023,DEWAS,MADHYA PRADESH,India,DEWAS,MADHYA PRADESH,INDIA,BBA (Business Analytics)
2023,Al Nahda,SHARJAH,United Arab Emirates,Al Nahda,SHARJAH,UNITED ARAB EMIRATES,BBA (Business Analytics)
2023,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,BANGALORE RURAL,KARNATAKA,India,BANGALORE RURAL,KARNATAKA,INDIA,BBA (Business Analytics)
2023,BIKANER,RAJASTHAN,India,BIKANER,RAJASTHAN,INDIA,BBA (Business Analytics)
2023,PURBI SINGHBHUM,JHARKHAND,India,PURBI SINGHBHUM,JHARKHAND,INDIA,BBA (Business Analytics)
2023,BHOPAL,MADHYA PRADESH,India,BHOPAL,MADHYA PRADESH,INDIA,BBA (Business Analytics)
2023,VARANASI,UTTAR PRADESH,India,VARANASI,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,HAZARIBAG,JHARKHAND,India,HAZARIBAG,JHARKHAND,INDIA,BBA (Business Analytics)
2023,KOLKATA,WEST BENGAL,India,KOLKATA,WEST BENGAL,INDIA,BBA (Business Analytics)
2023,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,PUNE,MAHARASHTRA,India,PUNE,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,HYDERABAD,TELANGANA,India,HYDERABAD,TELANGANA,INDIA,BBA (Business Analytics)
2023,Doha,DOHA,Qatar,Doha,DOHA,QATAR,BBA (Business Analytics)
2023,Abudhabi,"ABUDHABI,",United Arab Emirates,MALAPPURAM,KERALA,INDIA,BBA (Business Analytics)
2023,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,DHAMTARI,CHHATTISGARH,India,DHAMTARI,CHHATTISGARH,INDIA,BBA (Business Analytics)
2023,JAIPUR,RAJASTHAN,India,JAIPUR,RAJASTHAN,INDIA,BBA (Business Analytics)
2023,SOUTH-WEST DELHI,DELHI,India,SOUTH-WEST DELHI,DELHI,INDIA,BBA (Business Analytics)
2023,ROHTAK,HARYANA,India,ROHTAK,HARYANA,INDIA,BBA (Business Analytics)
2023,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,KOLHAPUR,MAHARASHTRA,India,KOLHAPUR,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,SOUTH GOA,GOA,India,SOUTH GOA,GOA,INDIA,BBA (Business Analytics)
2023,RAIGARH,CHHATTISGARH,India,RAIGARH,CHHATTISGARH,INDIA,BBA (Business Analytics)
2023,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,India,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,PANIPAT,HARYANA,India,PANIPAT,HARYANA,INDIA,BBA (Business Analytics)
2023,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,India,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,NASIK,MAHARASHTRA,India,NASIK,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,GHAZIABAD,UTTAR PRADESH,India,GHAZIABAD,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,BHAGALPUR,BIHAR,India,BHAGALPUR,BIHAR,INDIA,BBA (Business Analytics)
2023,CHANDIGARH,CHANDIGARH,India,CHANDIGARH,CHANDIGARH,INDIA,BBA (Business Analytics)
2023,RANGAREDDI,TELANGANA,India,RANGAREDDI,TELANGANA,INDIA,BBA (Business Analytics)
2023,HYDERABAD,TELANGANA,India,HYDERABAD,TELANGANA,INDIA,BBA (Business Analytics)
2023,HUGLI,WEST BENGAL,India,HUGLI,WEST BENGAL,INDIA,BBA (Business Analytics)
2023,NEW DELHI,DELHI,India,NEW DELHI,DELHI,INDIA,BBA (Business Analytics)
2023,KISHANGANJ,BIHAR,India,KISHANGANJ,BIHAR,INDIA,BBA (Business Analytics)
2023,FARIDABAD,HARYANA,India,FARIDABAD,HARYANA,INDIA,BBA (Business Analytics)
2023,NORTH DELHI,DELHI,India,NORTH DELHI,DELHI,INDIA,BBA (Business Analytics)
2023,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,JAIPUR,RAJASTHAN,India,JAIPUR,RAJASTHAN,INDIA,BBA (Business Analytics)
2023,DHULE,MAHARASHTRA,India,DHULE,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,GHAZIABAD,UTTAR PRADESH,India,GHAZIABAD,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,HYDERABAD,TELANGANA,India,HYDERABAD,TELANGANA,INDIA,BBA (Business Analytics)
2023,JALANDHAR,PUNJAB,India,JALANDHAR,PUNJAB,INDIA,BBA (Business Analytics)
2023,Juffair,JUFFAIR,Bahrain,ERNAKULAM,KERALA,INDIA,BBA (Business Analytics)
2023,GHAZIABAD,UTTAR PRADESH,India,GHAZIABAD,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,NAGPUR,MAHARASHTRA,India,NAGPUR,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,PURBI SINGHBHUM,JHARKHAND,India,PURBI SINGHBHUM,JHARKHAND,INDIA,BBA (Business Analytics)
2023,SURAT,GUJARAT,India,SURAT,GUJARAT,INDIA,BBA (Business Analytics)
2023,CHENNAI,TAMILNADU,India,CHENNAI,TAMILNADU,INDIA,BBA (Business Analytics)
2023,NORTH-WEST DELHI,DELHI,India,NORTH-WEST DELHI,DELHI,INDIA,BBA (Business Analytics)
2023,KOLKATA,WEST BENGAL,India,KOLKATA,WEST BENGAL,INDIA,BBA (Business Analytics)
2023,DHANBAD,JHARKHAND,India,DHANBAD,JHARKHAND,INDIA,BBA (Business Analytics)
2023,KOLLAM,KERALA,India,KOLLAM,KERALA,INDIA,BBA (Business Analytics)
2023,Al Yufra,DUBAI,United Arab Emirates,THRISSUR,KERALA,INDIA,BBA (Business Analytics)
2023,PUNE,MAHARASHTRA,India,PUNE,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,JAIPUR,RAJASTHAN,India,JAIPUR,RAJASTHAN,INDIA,BBA (Business Analytics)
2023,PUNE,MAHARASHTRA,India,PUNE,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,BEGUSARAI,BIHAR,India,BEGUSARAI,BIHAR,INDIA,BBA (Business Analytics)
2023,KRISHNA,ANDHRA PRADESH,India,KRISHNA,ANDHRA PRADESH,INDIA,BBA (Business Analytics)
2023,WEST GODAVARI,ANDHRA PRADESH,India,WEST GODAVARI,ANDHRA PRADESH,INDIA,BBA (Business Analytics)
2023,TIRUNELVALI,TAMILNADU,India,TIRUNELVALI,TAMILNADU,INDIA,BBA (Business Analytics)
2023,PURBI SINGHBHUM,JHARKHAND,India,PURBI SINGHBHUM,JHARKHAND,INDIA,BBA (Business Analytics)
2023,SOUTH-WEST DELHI,DELHI,India,SOUTH-WEST DELHI,DELHI,INDIA,BBA (Business Analytics)
2023,SAHIBZADA AJIT SINGH NAGA,PUNJAB,India,SAHIBZADA AJIT SINGH NAGAR,PUNJAB,INDIA,BBA (Business Analytics)
2023,HYDERABAD,TELANGANA,India,HYDERABAD,TELANGANA,INDIA,BBA (Business Analytics)
2023,BARDDHAMAN,WEST BENGAL,India,BARDDHAMAN,WEST BENGAL,INDIA,BBA (Business Analytics)
2023,NASIK,MAHARASHTRA,India,NASIK,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,NAGPUR,MAHARASHTRA,India,NAGPUR,MAHARASHTRA,INDIA,BBA (Business Analytics)
2023,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2023,RAJKOT,GUJARAT,India,RAJKOT,GUJARAT,INDIA,BBA (Business Analytics)
2023,INDORE,MADHYA PRADESH,India,INDORE,MADHYA PRADESH,INDIA,BBA (Business Analytics)
2023,GURGAON,HARYANA,India,GURGAON,HARYANA,INDIA,BBA (Business Analytics)
2023,GURGAON,HARYANA,India,GURGAON,HARYANA,INDIA,BBA (Business Analytics)
2023,BHOPAL,MADHYA PRADESH,India,BHOPAL,MADHYA PRADESH,INDIA,BBA (Business Analytics)
2023,VISAKHAPATNAM,ANDHRA PRADESH,India,VISAKHAPATNAM,ANDHRA PRADESH,INDIA,BBA (Business Analytics)
2023,NORTH-WEST DELHI,DELHI,India,NORTH-WEST DELHI,DELHI,INDIA,BBA (Business Analytics)
2023,THRISSUR,KERALA,India,THRISSUR,KERALA,INDIA,BBA (Business Analytics)
2024,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2024,PALAKKAD,KERALA,India,PALAKKAD,KERALA,INDIA,BBA (Business Analytics)
2024,DEHRA DUN,UTTARAKHAND,India,DEHRA DUN,UTTARAKHAND,INDIA,BBA (Business Analytics)
2024,JAIPUR,RAJASTHAN,India,JAIPUR,RAJASTHAN,INDIA,BBA (Business Analytics)
2024,JAIPUR,RAJASTHAN,India,JAIPUR,RAJASTHAN,INDIA,BBA (Business Analytics)
2024,SOUTH 24 PARGANAS,WEST BENGAL,India,SOUTH 24 PARGANAS,WEST BENGAL,INDIA,BBA (Business Analytics)
2024,BHOPAL,MADHYA PRADESH,India,BHOPAL,MADHYA PRADESH,INDIA,BBA (Business Analytics)
2024,RAIGARH,CHHATTISGARH,India,RAIGARH,CHHATTISGARH,INDIA,BBA (Business Analytics)
2024,BHOPAL,MADHYA PRADESH,India,BHOPAL,MADHYA PRADESH,INDIA,BBA (Business Analytics)
2024,DHULE,MAHARASHTRA,India,DHULE,MAHARASHTRA,INDIA,BBA (Business Analytics)
2024,LUDHIANA,PUNJAB,India,LUDHIANA,PUNJAB,INDIA,BBA (Business Analytics)
2024,JAMMU,JAMMU AND KASHMIR,India,JAMMU,JAMMU AND KASHMIR,INDIA,BBA (Business Analytics)
2024,PUNE,MAHARASHTRA,India,BULDHANA,MAHARASHTRA,INDIA,BBA (Business Analytics)
2024,SURAT,GUJARAT,India,SURAT,GUJARAT,INDIA,BBA (Business Analytics)
2024,PANCHKULA,HARYANA,India,BAREILLY,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2024,ANANTAPUR,ANDHRA PRADESH,India,ANANTAPUR,ANDHRA PRADESH,INDIA,BBA (Business Analytics)
2024,ERNAKULAM,KERALA,India,KOLLAM,KERALA,INDIA,BBA (Business Analytics)
2024,TIRUCHIRAPALLI,TAMILNADU,India,TIRUCHIRAPALLI,TAMILNADU,INDIA,BBA (Business Analytics)
2024,HYDERABAD,ANDHRA PRADESH,India,HYDERABAD,ANDHRA PRADESH,INDIA,BBA (Business Analytics)
2024,BHOPAL,MADHYA PRADESH,India,BHOPAL,MADHYA PRADESH,INDIA,BBA (Business Analytics)
2024,RANCHI,JHARKHAND,India,RANCHI,JHARKHAND,INDIA,BBA (Business Analytics)
2024,NORTH GOA,GOA,India,NORTH GOA,GOA,INDIA,BBA (Business Analytics)
2024,NAGPUR,MAHARASHTRA,India,NAGPUR,MAHARASHTRA,INDIA,BBA (Business Analytics)
2024,AHMADNAGAR,MAHARASHTRA,India,AHMADNAGAR,MAHARASHTRA,INDIA,BBA (Business Analytics)
2024,CHITTAURGARH,RAJASTHAN,India,AMBEDKAR NAGAR,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2024,LUDHIANA,PUNJAB,India,LUDHIANA,PUNJAB,INDIA,BBA (Business Analytics)
2024,SIMLA,HIMACHAL PRADESH,India,SIMLA,HIMACHAL PRADESH,INDIA,BBA (Business Analytics)
2024,PUNE,MAHARASHTRA,India,PUNE,MAHARASHTRA,INDIA,BBA (Business Analytics)
2024,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2024,Manama,MANAMA,Bahrain,KANNUR,KERALA,INDIA,BBA (Business Analytics)
2024,MAHARAJGANJ,UTTAR PRADESH,India,MAHARAJGANJ,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2024,INDORE,MADHYA PRADESH,India,INDORE,MADHYA PRADESH,INDIA,BBA (Business Analytics)
2024,MUMBAI,MAHARASHTRA,India,MUMBAI,MAHARASHTRA,INDIA,BBA (Business Analytics)
2024,FAZILKA,PUNJAB,India,FAZILKA,PUNJAB,INDIA,BBA (Business Analytics)
2024,PURNIA,BIHAR,India,PURNIA,BIHAR,INDIA,BBA (Business Analytics)
2024,PATNA,BIHAR,India,PATNA,BIHAR,INDIA,BBA (Business Analytics)
2024,HARIDWAR,UTTARAKHAND,India,HARIDWAR,UTTARAKHAND,INDIA,BBA (Business Analytics)
2024,KULU,HIMACHAL PRADESH,India,KULU,HIMACHAL PRADESH,INDIA,BBA (Business Analytics)
2024,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2024,JASHPUR,CHHATTISGARH,India,JASHPUR,CHHATTISGARH,INDIA,BBA (Business Analytics)
2024,Bhaktapur,BAGMATI,Nepal,Bhaktapur,BAGMATI,NEPAL,BBA (Business Analytics)
2024,GURGAON,HARYANA,India,GURGAON,HARYANA,INDIA,BBA (Business Analytics)
2024,NORTH GOA,GOA,India,NORTH GOA,GOA,INDIA,BBA (Business Analytics)
2024,PUNE,MAHARASHTRA,India,PUNE,MAHARASHTRA,INDIA,BBA (Business Analytics)
2024,KANPUR NAGAR,UTTAR PRADESH,India,KANPUR NAGAR,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2024,PUNE,MAHARASHTRA,India,PUNE,MAHARASHTRA,INDIA,BBA (Business Analytics)
2024,LUCKNOW,UTTAR PRADESH,India,LUCKNOW,UTTAR PRADESH,INDIA,BBA (Business Analytics)
2024,SZ Road,DUBAI,United Arab Emirates,SZ Road,DUBAI,UNITED ARAB EMIRATES,BBA (Business Analytics)
2024,PUNE,MAHARASHTRA,India,BULDHANA,MAHARASHTRA,INDIA,BBA (Business Analytics)
